,champion,patch,games,dmgtaken/min,dmgdealt/min,Class,color,season,patchnum,internal
1737,Kog'Maw,8.13,21253,1009.577287,722.3774297,Marksman,#0D1F22,8,13,13
1738,LeBlanc,8.13,100589,971.7450862,676.4339812,Mage,#25BAA4,8,13,13
1739,Lee Sin,8.13,142876,1961.631626,512.1808149,Fighter,#664A40,8,13,13
1740,Leona,8.13,128198,1701.028581,258.995674,Tank,#393663,8,13,13
1741,Lissandra,8.13,38227,1065.452249,646.6282384,Mage,#25BAA4,8,13,13
1742,Lucian,8.13,288883,1100.93871,637.1384247,Marksman,#0D1F22,8,13,13
1743,Lulu,8.13,95522,819.3266299,273.8293131,Support,#FFB733,8,13,13
1744,Lux,8.13,320847,753.0006882,645.2002225,Mage,#25BAA4,8,13,13
1745,Malphite,8.13,105721,1828.068546,561.0395951,Tank,#393663,8,13,13
1746,Malzahar,8.13,89193,874.3988894,664.9538576,Mage,#25BAA4,8,13,13
1747,Maokai,8.13,34110,2448.239853,498.0485301,Tank,#393663,8,13,13
1748,Master Yi,8.13,191471,1757.770028,612.6567206,Assassin,#ED2941,8,13,13
1749,Miss Fortune,8.13,340044,952.0800491,705.6071472,Marksman,#0D1F22,8,13,13
1750,Mordekaiser,8.13,31667,1922.28222,626.5695662,Fighter,#664A40,8,13,13
1751,Morgana,8.13,288067,1031.197493,485.4345316,Support,#FFB733,8,13,13
1752,Nami,8.13,189188,1093.873879,317.8872205,Support,#FFB733,8,13,13
1753,Nasus,8.13,95908,2221.855582,593.9288648,Fighter,#664A40,8,13,13
1754,Nautilus,8.13,65312,1905.781608,360.9135446,Tank,#393663,8,13,13
1755,Nidalee,8.13,48997,1728.442406,603.9555697,Specialist,#EB8596,8,13,13
1756,Nocturne,8.13,171342,1845.099983,579.2335659,Assassin,#ED2941,8,13,13
1757,Nunu,8.13,32542,2219.224391,414.8527661,Tank,#393663,8,13,13
1758,Olaf,8.13,33783,2193.322879,589.704411,Fighter,#664A40,8,13,13
1759,Orianna,8.13,66859,913.9288236,656.5746999,Mage,#25BAA4,8,13,13
1760,Ornn,8.13,41249,2049.286577,506.0019122,Tank,#393663,8,13,13
1761,Pantheon,8.13,87000,1371.342136,619.0055318,Fighter,#664A40,8,13,13
1762,Poppy,8.13,58250,2071.536297,545.5126213,Tank,#393663,8,13,13
1763,Pyke,8.13,267165,1497.097325,369.6824097,Support,#FFB733,8,13,13
1764,Quinn,8.13,117960,1113.005734,731.3057218,Specialist,#EB8596,8,13,13
1765,Rakan,8.13,122012,1323.174138,288.3945496,Support,#FFB733,8,13,13
1766,Rammus,8.13,46731,2624.69165,473.6544561,Tank,#393663,8,13,13
1767,Rek'Sai,8.13,11093,2065.518424,493.1675388,Fighter,#664A40,8,13,13
1768,Renekton,8.13,113114,2028.690092,610.4415187,Fighter,#664A40,8,13,13
1769,Rengar,8.13,107713,1851.4278,609.6513725,Fighter,#664A40,8,13,13
1770,Riven,8.13,107960,1696.463124,557.6528691,Assassin,#ED2941,8,13,13
1771,Rumble,8.13,39442,1471.978414,730.2547888,Mage,#25BAA4,8,13,13
1772,Ryze,8.13,44001,1300.122756,641.0927148,Mage,#25BAA4,8,13,13
1773,Sejuani,8.13,43907,2252.208332,405.2393502,Tank,#393663,8,13,13
1774,Shaco,8.13,84417,1404.685355,533.920301,Assassin,#ED2941,8,13,13
1775,Shen,8.13,76514,1967.537939,381.1594855,Tank,#393663,8,13,13
1776,Shyvana,8.13,56609,2191.274818,565.8128802,Fighter,#664A40,8,13,13
1777,Singed,8.13,66973,1870.622034,654.162324,Specialist,#EB8596,8,13,13
1778,Sion,8.13,39603,2708.846865,518.016994,Tank,#393663,8,13,13
1779,Sivir,8.13,45009,955.5662698,580.9092569,Marksman,#0D1F22,8,13,13
1780,Skarner,8.13,16467,2264.035574,372.0180219,Fighter,#664A40,8,13,13
1781,Sona,8.13,128463,1166.816236,413.449173,Support,#FFB733,8,13,13
1782,Soraka,8.13,133861,1300.523476,260.8800237,Support,#FFB733,8,13,13
1783,Swain,8.13,155062,1658.73146,733.807819,Mage,#25BAA4,8,13,13
1784,Syndra,8.13,35349,850.5614815,702.30904,Mage,#25BAA4,8,13,13
1785,Tahm Kench,8.13,49329,2159.281318,400.6657423,Support,#FFB733,8,13,13
1786,Taliyah,8.13,61857,1235.893954,717.8914344,Mage,#25BAA4,8,13,13
1787,Talon,8.13,163873,1306.562512,724.5337686,Assassin,#ED2941,8,13,13
1788,Taric,8.13,59501,1788.444561,200.2249475,Support,#FFB733,8,13,13
1789,Teemo,8.13,151063,1042.239675,803.4566037,Specialist,#EB8596,8,13,13
1790,Thresh,8.13,154333,1325.761521,278.6680127,Support,#FFB733,8,13,13
1791,Tristana,8.13,93714,996.0952923,569.783854,Marksman,#0D1F22,8,13,13
1792,Trundle,8.13,109020,2536.497446,457.0814495,Fighter,#664A40,8,13,13
1793,Tryndamere,8.13,175865,3061.088287,602.8078038,Assassin,#ED2941,8,13,13
1794,Twisted Fate,8.13,87372,1062.773069,620.9178498,Mage,#25BAA4,8,13,13
1795,Twitch,8.13,90346,1046.206539,662.6638953,Marksman,#0D1F22,8,13,13
1796,Udyr,8.13,141573,2143.41542,460.0298702,Fighter,#664A40,8,13,13
1797,Urgot,8.13,60181,1907.553866,645.876916,Fighter,#664A40,8,13,13
1798,Varus,8.13,74435,963.7931431,569.444054,Marksman,#0D1F22,8,13,13
1799,Vayne,8.13,146759,1059.104941,595.6170405,Marksman,#0D1F22,8,13,13
1800,Veigar,8.13,153359,846.6233807,683.5210074,Mage,#25BAA4,8,13,13
1801,Vel'Koz,8.13,77525,774.8643553,754.5990024,Mage,#25BAA4,8,13,13
1802,Vi,8.13,67547,1867.839743,514.5624298,Fighter,#664A40,8,13,13
1803,Viktor,8.13,32833,1060.571789,759.8848613,Mage,#25BAA4,8,13,13
1804,Vladimir,8.13,126490,2043.778959,681.3352037,Mage,#25BAA4,8,13,13
1805,Volibear,8.13,57536,2211.104217,494.895772,Fighter,#664A40,8,13,13
1806,Warwick,8.13,138523,2612.258182,473.0437935,Fighter,#664A40,8,13,13
1807,Wukong,8.13,207696,1482.181979,661.9962617,Fighter,#664A40,8,13,13
1808,Xayah,8.13,92206,956.6764509,614.8965694,Marksman,#0D1F22,8,13,13
1809,Xerath,8.13,67240,723.2379264,790.8639428,Mage,#25BAA4,8,13,13
1810,Xin Zhao,8.13,127344,2107.93036,533.7813675,Fighter,#664A40,8,13,13
1811,Yasuo,8.13,315549,1462.866408,655.6021554,Assassin,#ED2941,8,13,13
1812,Yorick,8.13,67431,1898.071002,682.0057301,Fighter,#664A40,8,13,13
1813,Zac,8.13,28456,3059.516987,420.652743,Tank,#393663,8,13,13
1814,Zed,8.13,225742,1181.726208,746.9894743,Assassin,#ED2941,8,13,13
1815,Ziggs,8.13,71831,760.5396564,811.7656889,Mage,#25BAA4,8,13,13
1816,Zilean,8.13,54572,972.3292688,464.9155838,Specialist,#EB8596,8,13,13
1817,Zoe,8.13,102880,886.1109873,735.0696128,Mage,#25BAA4,8,13,13
1818,Zyra,8.13,134701,749.9564871,677.988001,Support,#FFB733,8,13,13
1819,Aatrox,8.14,95740,2334.379606,583.755375,Fighter,#664A40,8,14,14
1820,Ahri,8.14,157945,980.5211224,716.1436134,Mage,#25BAA4,8,14,14
1821,Akali,8.14,62764,1801.597488,645.752659,Assassin,#ED2941,8,14,14
1822,Alistar,8.14,74601,2139.166668,274.4125148,Tank,#393663,8,14,14
1823,Amumu,8.14,48226,2178.375757,491.1394232,Tank,#393663,8,14,14
1824,Anivia,8.14,49002,1585.159699,623.5217457,Mage,#25BAA4,8,14,14
1825,Annie,8.14,59456,869.0823455,672.9327602,Mage,#25BAA4,8,14,14
1826,Ashe,8.14,76620,946.5273687,577.3266608,Marksman,#0D1F22,8,14,14
1827,Aurelion Sol,8.14,16495,1215.485177,668.5635169,Mage,#25BAA4,8,14,14
1828,Azir,8.14,18394,980.2822253,650.6038244,Specialist,#EB8596,8,14,14
1829,Bard,8.14,52959,1130.898291,455.8599311,Support,#FFB733,8,14,14
1830,Blitzcrank,8.14,100286,1583.500782,327.3501848,Support,#FFB733,8,14,14
1831,Brand,8.14,156794,868.3326621,739.3757477,Mage,#25BAA4,8,14,14
1832,Braum,8.14,60222,1581.553304,236.1452737,Tank,#393663,8,14,14
1833,Caitlyn,8.14,102078,932.1205235,629.5736741,Marksman,#0D1F22,8,14,14
1834,Camille,8.14,53754,1777.122986,556.1314226,Fighter,#664A40,8,14,14
1835,Cassiopeia,8.14,22059,1229.267014,662.1069625,Mage,#25BAA4,8,14,14
1836,Cho'Gath,8.14,67979,2355.2887,556.8958926,Specialist,#EB8596,8,14,14
1837,Corki,8.14,17188,1116.512619,725.0409651,Marksman,#0D1F22,8,14,14
1838,Darius,8.14,162914,1979.720226,571.3208792,Fighter,#664A40,8,14,14
1839,Diana,8.14,68268,1521.728968,688.4936912,Fighter,#664A40,8,14,14
1840,Dr. Mundo,8.14,92720,2756.097907,623.7934546,Fighter,#664A40,8,14,14
1841,Draven,8.14,138702,1145.423439,702.5227154,Marksman,#0D1F22,8,14,14
1842,Ekko,8.14,125813,1673.608407,658.5395317,Assassin,#ED2941,8,14,14
1843,Elise,8.14,18500,1438.943905,574.2743604,Fighter,#664A40,8,14,14
1844,Evelynn,8.14,75399,1480.42784,652.5839179,Assassin,#ED2941,8,14,14
1845,Ezreal,8.14,144719,920.0307292,707.9244826,Marksman,#0D1F22,8,14,14
1846,Fiddlesticks,8.14,117571,1065.32645,545.0956441,Specialist,#EB8596,8,14,14
1847,Fiora,8.14,57211,1950.685596,609.2536823,Assassin,#ED2941,8,14,14
1848,Fizz,8.14,88348,1140.086354,618.8781944,Assassin,#ED2941,8,14,14
1849,Galio,8.14,37343,1825.79928,531.8490579,Tank,#393663,8,14,14
1850,Gangplank,8.14,55886,1424.497019,650.1648646,Specialist,#EB8596,8,14,14
1851,Garen,8.14,233707,2314.976828,617.5078378,Fighter,#664A40,8,14,14
1852,Gnar,8.14,47334,1576.786913,607.1317079,Specialist,#EB8596,8,14,14
1853,Gragas,8.14,52002,1992.191871,522.1297013,Tank,#393663,8,14,14
1854,Graves,8.14,166683,1583.333466,614.552775,Specialist,#EB8596,8,14,14
1855,Hecarim,8.14,35799,2298.639496,544.0320989,Fighter,#664A40,8,14,14
1856,Heimerdinger,8.14,96305,900.6798251,790.1332945,Specialist,#EB8596,8,14,14
1857,Illaoi,8.14,45588,2106.582213,747.6487256,Fighter,#664A40,8,14,14
1858,Irelia,8.14,61911,1769.634308,565.3500098,Fighter,#664A40,8,14,14
1859,Ivern,8.14,10037,1217.8233,299.3059539,Support,#FFB733,8,14,14
1860,Janna,8.14,61650,961.1002924,273.94226,Support,#FFB733,8,14,14
1861,Jarvan IV,8.14,51187,1908.584882,505.1209707,Fighter,#664A40,8,14,14
1862,Jax,8.14,193358,1727.112075,559.8406496,Assassin,#ED2941,8,14,14
1863,Jayce,8.14,37987,1236.93542,711.2538629,Mage,#25BAA4,8,14,14
1864,Jhin,8.14,320658,937.3922202,677.8084715,Marksman,#0D1F22,8,14,14
1865,Jinx,8.14,196649,970.4333961,634.1444471,Marksman,#0D1F22,8,14,14
1866,Kai'Sa,8.14,153858,1099.507231,604.0688173,Marksman,#0D1F22,8,14,14
1867,Kalista,8.14,12041,1122.024513,564.1546507,Marksman,#0D1F22,8,14,14
1868,Karma,8.14,54987,955.1479822,462.540109,Support,#FFB733,8,14,14
1869,Karthus,8.14,28657,1162.859401,940.8412343,Mage,#25BAA4,8,14,14
1870,Kassadin,8.14,34704,1456.828709,672.0569592,Assassin,#ED2941,8,14,14
1871,Katarina,8.14,66710,1375.646519,718.0037432,Assassin,#ED2941,8,14,14
1872,Kayle,8.14,30821,1379.064326,550.5609278,Specialist,#EB8596,8,14,14
1873,Kayn,8.14,138666,2182.823389,593.1411768,Assassin,#ED2941,8,14,14
1874,Kennen,8.14,41575,1096.602027,673.1840461,Specialist,#EB8596,8,14,14
1875,Kha'Zix,8.14,79403,1877.082771,583.7163667,Assassin,#ED2941,8,14,14
1876,Kindred,8.14,121436,1733.883759,625.6890178,Marksman,#0D1F22,8,14,14
1877,Kled,8.14,44144,2149.69258,632.9039273,Fighter,#664A40,8,14,14
1878,Kog'Maw,8.14,13571,1019.572187,721.5223248,Marksman,#0D1F22,8,14,14
1879,LeBlanc,8.14,81432,984.5566701,667.1115523,Mage,#25BAA4,8,14,14
1880,Lee Sin,8.14,118211,1965.884891,504.2720889,Fighter,#664A40,8,14,14
1881,Leona,8.14,101512,1707.114705,256.496779,Tank,#393663,8,14,14
1882,Lissandra,8.14,29467,1074.955793,639.400639,Mage,#25BAA4,8,14,14
1883,Lucian,8.14,173751,1116.710548,631.956505,Marksman,#0D1F22,8,14,14
1884,Lulu,8.14,64844,822.8796507,264.7214086,Support,#FFB733,8,14,14
1885,Lux,8.14,237795,756.7769486,633.9752163,Mage,#25BAA4,8,14,14
1886,Malphite,8.14,85942,1825.078888,557.8661837,Tank,#393663,8,14,14
1887,Malzahar,8.14,68515,879.8371757,666.4246954,Mage,#25BAA4,8,14,14
1888,Maokai,8.14,27976,2464.290112,496.3156571,Tank,#393663,8,14,14
1889,Master Yi,8.14,143063,1771.811696,597.0577367,Assassin,#ED2941,8,14,14
1890,Miss Fortune,8.14,270277,953.9941046,703.7163806,Marksman,#0D1F22,8,14,14
1891,Mordekaiser,8.14,18840,1937.950655,642.5887776,Fighter,#664A40,8,14,14
1892,Morgana,8.14,219347,1028.925771,474.8322454,Support,#FFB733,8,14,14
1893,Nami,8.14,153692,1097.378361,311.8279963,Support,#FFB733,8,14,14
1894,Nasus,8.14,100636,2272.453067,590.2050877,Fighter,#664A40,8,14,14
1895,Nautilus,8.14,49259,1913.787062,358.1784084,Tank,#393663,8,14,14
1896,Nidalee,8.14,36985,1731.894465,586.7383455,Specialist,#EB8596,8,14,14
1897,Nocturne,8.14,109447,1860.261888,557.2425133,Assassin,#ED2941,8,14,14
1898,Nunu,8.14,19551,2257.38015,419.066316,Tank,#393663,8,14,14
1899,Olaf,8.14,24445,2186.422074,582.8695836,Fighter,#664A40,8,14,14
1900,Orianna,8.14,70474,927.2373472,644.0813007,Mage,#25BAA4,8,14,14
1901,Ornn,8.14,26007,2050.999488,502.8808413,Tank,#393663,8,14,14
1902,Pantheon,8.14,97235,1393.454615,618.0885195,Fighter,#664A40,8,14,14
1903,Poppy,8.14,60825,2090.618583,534.7611477,Tank,#393663,8,14,14
1904,Pyke,8.14,199436,1490.739559,356.2161422,Support,#FFB733,8,14,14
1905,Quinn,8.14,161585,1085.163221,738.1957583,Specialist,#EB8596,8,14,14
1906,Rakan,8.14,107924,1314.43222,277.8645814,Support,#FFB733,8,14,14
1907,Rammus,8.14,35849,2631.686271,470.7824173,Tank,#393663,8,14,14
1908,Rek'Sai,8.14,13907,2072.988387,513.6193816,Fighter,#664A40,8,14,14
1909,Renekton,8.14,74230,2038.166041,595.6797009,Fighter,#664A40,8,14,14
1910,Rengar,8.14,97778,1861.671002,589.7748267,Fighter,#664A40,8,14,14
1911,Riven,8.14,86089,1703.014313,549.6745881,Assassin,#ED2941,8,14,14
1912,Rumble,8.14,29442,1487.902933,722.6814866,Mage,#25BAA4,8,14,14
1913,Ryze,8.14,43129,1301.233669,623.5836839,Mage,#25BAA4,8,14,14
1914,Sejuani,8.14,27772,2274.06774,390.8850685,Tank,#393663,8,14,14
1915,Shaco,8.14,63537,1411.488143,522.9079168,Assassin,#ED2941,8,14,14
1916,Shen,8.14,56993,1975.381607,370.4709953,Tank,#393663,8,14,14
1917,Shyvana,8.14,40957,2197.270133,554.6851118,Fighter,#664A40,8,14,14
1918,Singed,8.14,44457,1877.261873,640.5751898,Specialist,#EB8596,8,14,14
1919,Sion,8.14,35842,2752.253256,542.4806789,Tank,#393663,8,14,14
1920,Sivir,8.14,43373,965.2598293,625.8423675,Marksman,#0D1F22,8,14,14
1921,Skarner,8.14,11745,2269.145337,365.3389722,Fighter,#664A40,8,14,14
1922,Sona,8.14,105683,1169.950134,404.8539374,Support,#FFB733,8,14,14
1923,Soraka,8.14,101502,1303.602842,255.8677283,Support,#FFB733,8,14,14
1924,Swain,8.14,96955,1648.975572,711.366076,Mage,#25BAA4,8,14,14
1925,Syndra,8.14,29027,858.8565574,694.8531495,Mage,#25BAA4,8,14,14
1926,Tahm Kench,8.14,39846,2160.782104,386.6793736,Support,#FFB733,8,14,14
1927,Taliyah,8.14,48065,1207.20462,701.2760069,Mage,#25BAA4,8,14,14
1928,Talon,8.14,103815,1306.073232,687.2985389,Assassin,#ED2941,8,14,14
1929,Taric,8.14,41440,1809.056548,198.9011416,Support,#FFB733,8,14,14
1930,Teemo,8.14,119780,1040.929166,794.3273482,Specialist,#EB8596,8,14,14
1931,Thresh,8.14,130349,1335.087423,275.4725205,Support,#FFB733,8,14,14
1932,Tristana,8.14,77239,1003.433036,577.6196987,Marksman,#0D1F22,8,14,14
1933,Trundle,8.14,80742,2546.984539,444.6679053,Fighter,#664A40,8,14,14
1934,Tryndamere,8.14,133860,3132.412911,571.9677127,Assassin,#ED2941,8,14,14
1935,Twisted Fate,8.14,66999,1073.370547,606.7411629,Mage,#25BAA4,8,14,14
1936,Twitch,8.14,66602,1077.458079,661.1000604,Marksman,#0D1F22,8,14,14
1937,Udyr,8.14,104493,2162.22699,447.1183786,Fighter,#664A40,8,14,14
1938,Urgot,8.14,45580,1896.705835,630.2717901,Fighter,#664A40,8,14,14
1939,Varus,8.14,66354,954.5153826,588.6249771,Marksman,#0D1F22,8,14,14
1940,Vayne,8.14,129396,1070.18928,599.7374456,Marksman,#0D1F22,8,14,14
1941,Veigar,8.14,115845,852.3927062,673.542837,Mage,#25BAA4,8,14,14
1942,Vel'Koz,8.14,79188,771.243261,767.002841,Mage,#25BAA4,8,14,14
1943,Vi,8.14,68329,1878.199465,526.8461707,Fighter,#664A40,8,14,14
1944,Viktor,8.14,28592,1067.531014,747.2293752,Mage,#25BAA4,8,14,14
1945,Vladimir,8.14,81748,2073.324471,683.9752146,Mage,#25BAA4,8,14,14
1946,Volibear,8.14,45864,2227.6737,494.4788117,Fighter,#664A40,8,14,14
1947,Warwick,8.14,105075,2611.456316,462.701585,Fighter,#664A40,8,14,14
1948,Wukong,8.14,144864,1472.136924,630.119336,Fighter,#664A40,8,14,14
1949,Xayah,8.14,89903,956.2045337,613.6364029,Marksman,#0D1F22,8,14,14
1950,Xerath,8.14,48598,727.5374409,785.1105361,Mage,#25BAA4,8,14,14
1951,Xin Zhao,8.14,78760,2103.26278,525.343408,Fighter,#664A40,8,14,14
1952,Yasuo,8.14,243167,1467.941208,644.1634985,Assassin,#ED2941,8,14,14
1953,Yorick,8.14,60232,1904.610443,666.4648989,Fighter,#664A40,8,14,14
1954,Zac,8.14,22927,3076.439007,414.7796598,Tank,#393663,8,14,14
1955,Zed,8.14,172013,1193.114416,734.0776126,Assassin,#ED2941,8,14,14
1956,Ziggs,8.14,48477,766.0584627,805.0349387,Mage,#25BAA4,8,14,14
1957,Zilean,8.14,39915,971.7050674,451.8588943,Specialist,#EB8596,8,14,14
1958,Zoe,8.14,89781,894.2919818,720.2915961,Mage,#25BAA4,8,14,14
1959,Zyra,8.14,96288,755.7669421,669.1971775,Support,#FFB733,8,14,14
1960,Aatrox,8.15,67369,2322.595744,591.2506191,Fighter,#664A40,8,15,15
1961,Ahri,8.15,151163,979.6715111,710.6224101,Mage,#25BAA4,8,15,15
1962,Akali,8.15,197754,1425.519325,585.6045642,Assassin,#ED2941,8,15,15
1963,Alistar,8.15,78304,2132.29732,272.061809,Tank,#393663,8,15,15
1964,Amumu,8.15,49091,2163.148419,487.4450596,Tank,#393663,8,15,15
1965,Anivia,8.15,42389,1584.436419,627.6694005,Mage,#25BAA4,8,15,15
1966,Annie,8.15,50300,867.8168761,671.1626074,Mage,#25BAA4,8,15,15
1967,Ashe,8.15,91495,943.0040241,583.8851463,Marksman,#0D1F22,8,15,15
1968,Aurelion Sol,8.15,21322,1216.509701,661.3395929,Mage,#25BAA4,8,15,15
1969,Azir,8.15,16613,979.901804,658.0796631,Specialist,#EB8596,8,15,15
1970,Bard,8.15,49214,1135.499097,448.2089331,Support,#FFB733,8,15,15
1971,Blitzcrank,8.15,101273,1588.494246,326.5555005,Support,#FFB733,8,15,15
1972,Brand,8.15,126025,862.4562395,731.3449869,Mage,#25BAA4,8,15,15
1973,Braum,8.15,66234,1574.946543,236.8719352,Tank,#393663,8,15,15
1974,Caitlyn,8.15,145512,929.4359107,638.9113254,Marksman,#0D1F22,8,15,15
1975,Camille,8.15,49232,1777.71668,551.7769133,Fighter,#664A40,8,15,15
1976,Cassiopeia,8.15,18147,1229.184699,667.2111732,Mage,#25BAA4,8,15,15
1977,Cho'Gath,8.15,65268,2373.170676,549.6616802,Specialist,#EB8596,8,15,15
1978,Corki,8.15,11525,1111.608816,724.8038389,Marksman,#0D1F22,8,15,15
1979,Darius,8.15,129891,1970.993231,570.091508,Fighter,#664A40,8,15,15
1980,Diana,8.15,59372,1522.666406,689.0863968,Fighter,#664A40,8,15,15
1981,Dr. Mundo,8.15,72748,2737.563761,618.4546537,Fighter,#664A40,8,15,15
1982,Draven,8.15,122881,1131.261753,711.7735126,Marksman,#0D1F22,8,15,15
1983,Ekko,8.15,107263,1677.911914,660.3485766,Assassin,#ED2941,8,15,15
1984,Elise,8.15,17987,1438.811016,568.4250108,Fighter,#664A40,8,15,15
1985,Evelynn,8.15,71569,1478.83998,647.7739659,Assassin,#ED2941,8,15,15
1986,Ezreal,8.15,123624,922.3973519,710.5408131,Marksman,#0D1F22,8,15,15
1987,Fiddlesticks,8.15,73048,1109.487937,534.2746748,Specialist,#EB8596,8,15,15
1988,Fiora,8.15,52099,1940.519316,610.0165668,Assassin,#ED2941,8,15,15
1989,Fizz,8.15,119065,1139.665502,676.0249541,Assassin,#ED2941,8,15,15
1990,Galio,8.15,29817,1811.444197,529.91921,Tank,#393663,8,15,15
1991,Gangplank,8.15,76893,1428.182581,651.9378949,Specialist,#EB8596,8,15,15
1992,Garen,8.15,209014,2293.66538,613.1913553,Fighter,#664A40,8,15,15
1993,Gnar,8.15,45143,1561.491228,601.6469438,Specialist,#EB8596,8,15,15
1994,Gragas,8.15,48443,1985.047789,523.2173749,Tank,#393663,8,15,15
1995,Graves,8.15,159365,1560.509437,619.1900865,Specialist,#EB8596,8,15,15
1996,Hecarim,8.15,34251,2286.618609,537.1672833,Fighter,#664A40,8,15,15
1997,Heimerdinger,8.15,55955,910.0196661,795.4480045,Specialist,#EB8596,8,15,15
1998,Illaoi,8.15,41155,2106.372216,742.7409103,Fighter,#664A40,8,15,15
1999,Irelia,8.15,62525,1799.32656,595.854295,Fighter,#664A40,8,15,15
2000,Ivern,8.15,9874,1203.566155,299.8296165,Support,#FFB733,8,15,15
2001,Janna,8.15,60985,952.9629817,269.7999384,Support,#FFB733,8,15,15
2002,Jarvan IV,8.15,47204,1907.088253,502.0817289,Fighter,#664A40,8,15,15
2003,Jax,8.15,192270,1730.45797,558.2759248,Assassin,#ED2941,8,15,15
2004,Jayce,8.15,33477,1235.833599,707.8937608,Mage,#25BAA4,8,15,15
2005,Jhin,8.15,330424,938.8619404,684.6193724,Marksman,#0D1F22,8,15,15
2006,Jinx,8.15,206857,968.1184454,638.1668113,Marksman,#0D1F22,8,15,15
2007,Kai'Sa,8.15,165942,1087.363954,625.9335079,Marksman,#0D1F22,8,15,15
2008,Kalista,8.15,10984,1119.20193,576.0537644,Marksman,#0D1F22,8,15,15
2009,Karma,8.15,47339,951.6628515,456.6385065,Support,#FFB733,8,15,15
2010,Karthus,8.15,24219,1147.739803,943.9240775,Mage,#25BAA4,8,15,15
2011,Kassadin,8.15,33494,1453.973602,672.5862439,Assassin,#ED2941,8,15,15
2012,Katarina,8.15,57525,1374.701675,724.643236,Assassin,#ED2941,8,15,15
2013,Kayle,8.15,25447,1371.307089,545.1183628,Specialist,#EB8596,8,15,15
2014,Kayn,8.15,125190,2183.868151,589.1880691,Assassin,#ED2941,8,15,15
2015,Kennen,8.15,43490,1098.27425,664.6011271,Specialist,#EB8596,8,15,15
2016,Kha'Zix,8.15,70252,1875.593859,583.6851737,Assassin,#ED2941,8,15,15
2017,Kindred,8.15,75098,1711.572368,593.3641758,Marksman,#0D1F22,8,15,15
2018,Kled,8.15,38411,2148.263649,627.9400968,Fighter,#664A40,8,15,15
2019,Kog'Maw,8.15,12653,1010.830233,723.1837466,Marksman,#0D1F22,8,15,15
2020,LeBlanc,8.15,75625,986.5007686,668.2503633,Mage,#25BAA4,8,15,15
2021,Lee Sin,8.15,153889,1953.069135,511.5742334,Fighter,#664A40,8,15,15
2022,Leona,8.15,98475,1702.957878,255.6437445,Tank,#393663,8,15,15
2023,Lissandra,8.15,24525,1075.127095,641.4605069,Mage,#25BAA4,8,15,15
2024,Lucian,8.15,143878,1111.628489,636.8628367,Marksman,#0D1F22,8,15,15
2025,Lulu,8.15,65882,807.9124761,256.1911424,Support,#FFB733,8,15,15
2026,Lux,8.15,206464,749.2693502,625.7535225,Mage,#25BAA4,8,15,15
2027,Malphite,8.15,82787,1810.936959,555.7588837,Tank,#393663,8,15,15
2028,Malzahar,8.15,65102,875.5276441,661.7287049,Mage,#25BAA4,8,15,15
2029,Maokai,8.15,26856,2439.156463,491.3200111,Tank,#393663,8,15,15
2030,Master Yi,8.15,125141,1770.793473,594.6194951,Assassin,#ED2941,8,15,15
2031,Miss Fortune,8.15,231372,949.5483969,704.7528563,Marksman,#0D1F22,8,15,15
2032,Mordekaiser,8.15,17097,1942.481699,647.9459911,Fighter,#664A40,8,15,15
2033,Morgana,8.15,178759,1013.921116,454.2855985,Support,#FFB733,8,15,15
2034,Nami,8.15,151086,1088.820294,307.7571179,Support,#FFB733,8,15,15
2035,Nasus,8.15,95479,2248.3996,583.407051,Fighter,#664A40,8,15,15
2036,Nautilus,8.15,48506,1897.782407,354.0965061,Tank,#393663,8,15,15
2037,Nidalee,8.15,32578,1734.403518,591.5295804,Specialist,#EB8596,8,15,15
2038,Nocturne,8.15,97101,1856.867953,556.1699207,Assassin,#ED2941,8,15,15
2039,Nunu,8.15,20383,2233.906204,423.7715383,Tank,#393663,8,15,15
2040,Olaf,8.15,32289,2137.565953,593.8803189,Fighter,#664A40,8,15,15
2041,Orianna,8.15,68765,929.8016525,643.2659887,Mage,#25BAA4,8,15,15
2042,Ornn,8.15,21957,2062.174396,504.7198292,Tank,#393663,8,15,15
2043,Pantheon,8.15,109889,1410.492018,608.1706258,Fighter,#664A40,8,15,15
2044,Poppy,8.15,60640,2078.401683,532.5650398,Tank,#393663,8,15,15
2045,Pyke,8.15,169093,1479.919609,349.3668213,Support,#FFB733,8,15,15
2046,Quinn,8.15,119630,1065.711003,726.6765555,Specialist,#EB8596,8,15,15
2047,Rakan,8.15,90904,1311.367869,274.5323078,Support,#FFB733,8,15,15
2048,Rammus,8.15,35773,2644.664951,473.0494951,Tank,#393663,8,15,15
2049,Rek'Sai,8.15,11124,2073.126717,507.9503371,Fighter,#664A40,8,15,15
2050,Renekton,8.15,63461,2030.084521,593.6823266,Fighter,#664A40,8,15,15
2051,Rengar,8.15,86279,1863.905234,587.6776804,Fighter,#664A40,8,15,15
2052,Riven,8.15,75157,1684.348921,548.5405898,Assassin,#ED2941,8,15,15
2053,Rumble,8.15,25674,1468.557397,713.6032651,Mage,#25BAA4,8,15,15
2054,Ryze,8.15,39077,1288.505807,629.9953698,Mage,#25BAA4,8,15,15
2055,Sejuani,8.15,25966,2276.90322,388.2229948,Tank,#393663,8,15,15
2056,Shaco,8.15,58955,1410.388165,523.9022112,Assassin,#ED2941,8,15,15
